Date,10_7,12_10,14_2,19_2,3_6,7_7,11_8,1_2,2_6,10_2,18_8,3_10,5_10,6_1,9_6,16_8,17_1,18_6,20_6,3_2
20240620,3,0,0,1,2,3,1,2,1,1,2,0,1,0,1,2,0,1,1,1
20240623,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0
20240625,1,0,0,0,0,1,1,0,1,0,0,0,1,1,2,0,0,0,1,1
20240627,0,1,0,0,0,2,2,1,0,1,0,1,1,0,1,1,0,0,1,1
20240630,2,0,0,0,1,0,0,1,2,0,0,0,0,1,2,1,1,0,2,1
20240702,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0
20240704,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0
20240707,1,0,0,0,1,0,1,0,1,0,1,0,3,1,1,0,0,1,0,0
20240709,0,1,1,0,2,0,0,2,1,0,3,1,2,0,1,1,2,1,0,3
20240711,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0
20240714,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
20240716,1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,0,1,2,1
20240718,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1
20240721,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20240723,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,1
20240725,0,0,0,2,0,0,0,0,1,0,2,0,1,1,1,0,1,2,1,2
20240728,1,1,1,0,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0,1
20240730,0,2,3,0,0,1,0,0,1,1,1,1,2,0,0,2,0,0,0,0
20240801,0,0,0,0,2,0,0,0,0,1,2,0,0,0,1,1,1,0,0,2
20240804,1,0,1,0,1,0,0,3,2,2,0,0,0,0,0,0,1,0,0,0
20240806,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
20240808,0,0,1,1,0,3,0,0,0,1,0,0,1,0,0,2,1,1,1,1
20240811,1,0,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,0,0,0
20240813,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
20240815,0,0,1,0,0,1,1,0,2,0,3,1,1,1,0,0,0,1,0,0
20240818,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,2,2,0,0
20240820,0,1,0,2,0,2,0,3,2,1,1,0,0,1,0,1,0,0,0,3
20240822,0,0,0,1,0,2,1,1,1,0,1,1,0,1,1,1,1,2,1,0
20240825,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
20240827,2,1,0,1,2,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1
20240829,2,1,0,2,0,1,1,0,1,2,0,2,1,0,0,0,1,1,1,1
20240901,0,1,0,2,1,0,3,1,0,3,0,2,2,1,0,0,0,0,0,1
20240903,0,3,1,2,1,1,0,1,1,1,0,2,0,1,2,1,1,1,1,1
