Date,12_10,10_7,19_2,2_6,3_6,11_8,14_2,3_10,6_1,7_7,10_2,20_6,1_2,3_2,5_10,6_9,9_1,11_6,15_7,17_1
20240613,1,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,3,1,2,1
20240616,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,2
20240618,2,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
20240620,0,3,1,1,2,1,0,0,0,3,1,1,2,1,1,1,0,0,1,0
20240623,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1
20240625,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0
20240627,1,0,0,0,0,2,0,1,0,2,1,1,1,1,1,0,0,1,2,0
20240630,0,2,0,2,1,0,0,0,1,0,0,2,1,1,0,1,1,2,0,1
20240702,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0
20240704,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
20240707,0,1,0,1,1,1,0,0,1,0,0,0,0,0,3,0,1,1,0,0
20240709,1,0,0,1,2,0,1,1,0,0,0,0,2,3,2,0,1,2,0,2
20240711,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2
20240714,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0
20240716,0,1,0,0,1,1,0,1,0,1,0,2,0,1,2,0,0,1,0,0
20240718,0,1,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1
20240721,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20240723,1,0,0,1,1,0,0,1,1,1,0,2,0,1,0,1,0,1,0,0
20240725,0,0,2,1,0,0,0,0,1,0,0,1,0,2,1,0,0,0,1,1
20240728,1,1,0,1,1,2,1,1,1,1,1,0,1,1,0,1,0,0,0,0
20240730,2,0,0,1,0,0,3,1,0,1,1,0,0,0,2,1,1,2,0,0
20240801,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
20240804,0,1,0,2,1,0,1,0,0,0,2,0,3,0,0,3,0,0,0,1
20240806,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0
20240808,0,0,1,0,0,0,1,0,0,3,1,1,0,1,1,1,0,0,2,1
20240811,0,1,0,0,0,0,1,0,2,1,0,0,0,0,0,1,1,0,1,1
20240813,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,0,0
20240815,0,0,0,2,0,1,1,1,1,1,0,0,0,0,1,1,1,3,1,0
20240818,0,0,0,0,0,0,1,1,0,0,2,0,1,0,0,0,1,0,0,2
20240820,1,0,2,2,0,0,0,0,1,2,1,0,3,3,0,1,1,0,1,0
20240822,0,0,1,1,0,1,0,1,1,2,0,1,1,0,0,2,1,3,0,1
20240825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20240827,1,2,1,0,2,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1
