Date,5_6,15_8,10_7,8_8,15_10,17_2,3_6,6_7,6_8,6_10,9_6,11_6,12_8,15_2,16_10,18_8,5_8,5_10,6_9,7_9
20240811,0,0,1,0,0,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0
20240813,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
20240815,1,1,0,0,1,0,0,0,2,1,0,3,2,3,0,3,1,1,1,1
20240818,0,1,0,0,0,2,0,2,0,1,0,0,2,0,1,0,1,0,0,0
20240820,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0
20240822,0,0,0,2,0,0,0,2,1,0,1,3,0,2,2,1,0,0,2,2
20240825,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
20240827,0,1,2,0,2,0,2,1,1,2,1,0,0,1,2,0,0,1,1,2
20240829,0,1,2,1,0,0,0,0,2,1,0,1,1,0,0,0,1,1,2,3
20240901,0,0,0,1,2,0,1,2,1,1,0,0,1,1,1,0,0,2,1,2
20240903,1,0,0,0,1,1,1,3,0,2,2,1,2,0,2,0,1,0,2,1
20240905,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,0,1,1,1,0
20240908,0,0,1,1,1,1,3,0,0,0,0,0,0,0,2,1,0,1,1,0
20240910,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,0
20240912,0,1,1,1,0,2,0,0,2,0,0,1,1,0,1,0,0,1,0,0
20240915,1,2,3,0,0,2,1,0,0,1,0,0,1,0,2,0,0,0,0,0
20240917,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20240919,0,0,1,0,0,0,0,2,0,2,0,1,1,2,0,0,0,0,2,1
20240922,0,2,1,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1
20240924,2,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
20240926,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,2,0
20240929,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0
20241006,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,1,1,2,0,0
20241008,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
20241010,0,1,0,2,0,0,1,1,1,0,0,0,0,1,1,0,2,0,0,0
20241013,0,0,0,1,0,2,0,1,0,0,0,1,1,1,0,1,0,1,0,1
20241015,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,2
20241017,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
20241020,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1
20241022,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
20241024,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,1,0,0
20241027,1,0,1,1,1,0,1,1,0,0,2,1,1,0,0,2,0,1,0,0
20241029,0,0,0,0,1,0,0,0,0,0,2,2,0,3,1,1,1,0,0,0
