20: [5.2|7.0|8.8] [4, 8, 6, 7, 8, 8, 9, 8, 6, 6, 6, 7, 6, 5, 7, 6, 7, 7, 3, 9]
15: [5.0|7.2|9.1] [4, 9, 5, 8, 3, 7, 8, 8, 4, 8, 6, 9, 6, 9, 9, 6, 6, 6, 10, 9]
10: [5.1|7.3|9.5] [5, 6, 6, 7, 9, 5, 8, 8, 4, 6, 9, 9, 7, 9, 8, 9, 9, 8, 9, 7]
1: [5.3|7.3|9.1] [5, 7, 6, 7, 9, 7, 10, 7, 5, 7, 7, 8, 4, 7, 7, 6, 8, 7, 7, 9]
3: [5.4|7.3|9.2] [6, 7, 7, 6, 8, 8, 10, 10, 6, 10, 7, 8, 4, 9, 6, 8, 5, 7, 6, 9]
14: [5.5|7.3|9.2] [5, 7, 8, 5, 9, 7, 8, 9, 6, 7, 8, 9, 8, 9, 7, 7, 9, 8, 6, 8]
17: [5.5|7.4|9.4] [5, 7, 9, 7, 8, 8, 10, 9, 7, 7, 6, 10, 6, 8, 7, 6, 9, 10, 8, 7]
7: [5.7|7.4|9.3] [4, 9, 7, 3, 7, 8, 9, 8, 5, 8, 8, 9, 6, 8, 5, 8, 8, 8, 7, 9]
18: [5.5|7.5|9.4] [7, 8, 8, 4, 6, 9, 10, 9, 8, 9, 7, 8, 5, 7, 9, 8, 7, 10, 8, 7]
9: [5.7|7.5|9.3] [5, 10, 8, 8, 7, 7, 9, 7, 5, 7, 7, 9, 5, 8, 7, 7, 8, 9, 7, 8]
13: [5.7|7.5|9.6] [5, 9, 8, 3, 7, 5, 8, 8, 8, 7, 7, 8, 7, 9, 6, 9, 7, 6, 7, 9]
6: [5.5|7.6|9.8] [4, 8, 6, 6, 7, 10, 9, 8, 6, 8, 9, 9, 7, 10, 9, 7, 7, 8, 7, 10]
16: [5.9|7.8|9.6] [5, 6, 8, 8, 8, 10, 9, 8, 7, 6, 3, 8, 6, 9, 6, 9, 5, 9, 7, 9]
4: [6.0|7.8|9.8] [2, 8, 7, 5, 8, 7, 9, 9, 6, 9, 8, 8, 5, 8, 4, 10, 5, 8, 6, 9]
12: [6.0|7.8|9.7] [8, 8, 7, 7, 7, 7, 10, 9, 6, 7, 7, 10, 6, 9, 8, 10, 9, 7, 8, 8]
8: [6.2|7.8|9.7] [8, 10, 7, 9, 9, 8, 7, 10, 5, 9, 7, 8, 8, 6, 9, 8, 6, 9, 7, 9]
19: [6.0|7.9|9.7] [4, 7, 8, 4, 9, 7, 7, 8, 7, 8, 9, 10, 5, 10, 10, 8, 6, 9, 10, 9]
5: [6.1|8.0|9.9] [4, 8, 8, 8, 7, 6, 8, 10, 6, 4, 4, 9, 5, 9, 8, 8, 8, 8, 7, 8]
11: [6.0|8.2|10.4] [4, 8, 9, 7, 3, 9, 10, 9, 6, 10, 9, 10, 6, 7, 7, 8, 8, 9, 7, 8]
2: [6.1|8.3|10.8] [5, 9, 7, 10, 8, 6, 7, 6, 4, 9, 7, 9, 7, 7, 6, 8, 6, 10, 9, 7]
