Date,15_8,20_1,16_8,3_8,6_8,5_1,10_6,15_6,19_10,20_2,6_7,6_9,7_10,10_7,10_10,13_7,15_3,15_10,17_1,17_7
20240929,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1
20241006,0,0,2,2,0,0,2,1,0,0,1,0,2,2,2,2,0,0,0,0
20241008,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
20241010,1,1,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0
20241013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
20241015,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
20241017,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,2,0,1,0,0
20241020,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1
20241022,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
20241024,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0
20241027,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,0,0,1,1,0
20241029,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
20241031,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
20241103,1,2,0,0,0,1,2,1,0,2,0,1,0,2,2,1,1,2,1,0
20241105,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0
20241107,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,2,1,0,1
20241110,2,1,2,0,2,0,0,0,3,0,1,0,3,1,0,0,1,1,1,0
20241112,0,0,0,1,0,1,0,3,0,2,0,1,1,0,0,1,1,0,0,1
20241114,0,3,1,0,0,1,2,0,2,0,0,0,1,1,1,0,0,0,1,0
20241117,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1
20241119,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20241121,0,0,1,0,1,2,0,1,1,0,2,1,0,1,1,0,0,1,1,1
20241124,0,0,0,2,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0
20241126,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,1,1,1
20241128,1,0,0,0,2,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0
20241201,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
20241203,1,1,2,1,1,0,0,2,1,1,1,1,1,0,0,2,1,1,2,0
20241205,1,3,0,1,0,2,1,0,0,1,1,1,1,1,1,1,0,0,0,1
20241208,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1
20241210,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,0,1,1
20241212,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
20241215,0,1,0,1,1,0,1,0,1,0,0,2,1,1,3,0,0,0,1,1
20241217,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1
