Game,Date,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50
16054,20160512,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16055,20160515,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
16056,20160517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16057,20160519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16058,20160522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16059,20160524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
16060,20160526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16061,20160529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16062,20160531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16063,20160602,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16064,20160605,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16065,20160607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16066,20160609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16067,20160612,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16068,20160614,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16069,20160616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16070,20160619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16071,20160621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16072,20160623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16073,20160626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
16074,20160628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16075,20160630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16076,20160703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16077,20160705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16078,20160707,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16079,20160710,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16080,20160712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16081,20160714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16082,20160717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16083,20160719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16084,20160721,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
16085,20160724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16086,20160726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16087,20160728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
