Date,12_10,14_2,10_7,19_2,3_6,7_7,1_2,2_6,3_10,6_1,10_2,11_8,17_1,9_1,9_6,11_6,16_8,17_2,18_2,18_6
20240618,2,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,1
20240620,0,0,3,1,2,3,2,1,0,0,1,1,0,0,1,0,2,0,0,1
20240623,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1,0,0
20240625,0,0,1,0,0,1,0,1,0,1,0,1,0,1,2,1,0,0,1,0
20240627,1,0,0,0,0,2,1,0,1,0,1,2,0,0,1,1,1,0,0,0
20240630,0,0,2,0,1,0,1,2,0,1,0,0,1,1,2,2,1,0,0,0
20240702,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,2,1
20240704,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
20240707,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1
20240709,1,1,0,0,2,0,2,1,1,0,0,0,2,1,1,2,1,1,1,1
20240711,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0
20240714,0,1,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,1
20240716,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1
20240718,0,0,1,2,0,0,1,0,1,0,0,0,1,1,0,0,0,2,0,1
20240721,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20240723,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,2,0
20240725,0,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0,2,2
20240728,1,1,1,0,1,1,1,1,1,1,1,2,0,0,0,0,0,1,0,0
20240730,2,3,0,0,0,1,0,1,1,0,1,0,0,1,0,2,2,2,2,0
20240801,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
20240804,0,1,1,0,1,0,3,2,0,0,2,0,1,0,0,0,0,1,1,0
20240806,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
20240808,0,1,0,1,0,3,0,0,0,0,1,0,1,0,0,0,2,0,1,1
20240811,0,1,1,0,0,1,0,0,0,2,0,0,1,1,1,0,1,1,1,0
20240813,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0
20240815,0,1,0,0,0,1,0,2,1,1,0,1,0,1,0,3,0,0,1,1
20240818,0,1,0,0,0,0,1,0,1,0,2,0,2,1,0,0,1,2,2,2
20240820,1,0,0,2,0,2,3,2,0,1,1,0,0,1,0,0,1,0,0,0
20240822,0,0,0,1,0,2,1,1,1,1,0,1,1,1,1,3,1,0,0,2
20240825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
20240827,1,0,2,1,2,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0
20240829,1,0,2,2,0,1,0,1,2,0,2,1,1,0,0,1,0,0,1,1
20240901,1,0,0,2,1,0,1,0,2,1,3,3,0,1,0,0,0,0,1,0
